%time,field
1770290844093067711,40.3
1770290844113145030,40.8
1770290844133166191,42.7
1770290844173072877,41.7
1770290844273179159,43.6
1770290844312917420,38.9
1770290844332861895,40.8
1770290844352846406,44.6
1770290844392919404,39.4
1770290844432920436,39.4
1770290844472919346,44.6
1770290844492841387,41.7
1770290844553008027,41.7
1770290844572935842,42.2
1770290844612801800,41.7
1770290844652915135,42.2
1770290844692992251,39.9
1770290844733046694,39.4
1770290844773127354,40.8
1770290844793142178,38.9
1770290844833074527,41.7
1770290844853137423,40.3
1770290844873090882,42.2
1770290844913010477,42.2
1770290844933038487,42.2
1770290844953052491,43.2
1770290845013104502,40.3
1770290845073220729,43.2
1770290845113037903,41.3
1770290845153084988,43.6
1770290845213009030,39.9
1770290845233096050,41.7
1770290845293130822,39.9
1770290845313031952,43.2
1770290845333093829,42.2
1770290845393062822,43.6
1770290845413050955,42.2
1770290845453093591,40.3
1770290845473206286,44.6
1770290845513038698,40.3
1770290845533166181,43.2
1770290845613104660,43.2
1770290845673150999,42.2
1770290845693172919,41.3
1770290845713061465,41.7
1770290845752986125,40.8
1770290845772877236,40.8
1770290845812803837,38.5
1770290845832941171,43.6
1770290845853052231,42.7
1770290845893041675,39.4
1770290845913143359,40.3
1770290845933203263,42.7
1770290845973005228,39.4
1770290845993143723,41.7
1770290846053319615,42.7
1770290846073125348,42.7
1770290846133233184,41.3
1770290846193085820,44.1
1770290846213025240,38.9
1770290846233017388,42.7
1770290846273100701,43.2
1770290846353080470,42.2
1770290846373002181,40.8
1770290846433062641,39.4
1770290846453100768,42.7
1770290846492917488,44.1
1770290846512811939,41.3
1770290846613089064,39.9
1770290846653127384,42.7
1770290846672889006,42.2
1770290846712864259,41.3
1770290846732888614,44.1
1770290846753078811,42.2
1770290846792925564,38.9
1770290846812885752,41.3
1770290846832844785,41.3
1770290846872924723,40.8
1770290846913099766,40.3
1770290846952924647,43.6
1770290846972947916,40.8
1770290847012997479,39.9
1770290847053057855,43.6
1770290847093107673,39.4
1770290847113110365,42.7
1770290847173108298,40.3
1770290847193092689,41.7
1770290847233078971,41.7
1770290847253138524,43.6
1770290847272961133,43.2
1770290847313001053,41.3
1770290847333160269,38.9
1770290847393094586,38.9
1770290847413104103,40.3
1770290847433246037,39.9
1770290847473056502,43.2
1770290847533109146,39.9
1770290847553184586,43.6
1770290847573100466,41.7
1770290847613022622,39.4
1770290847633110591,42.7
1770290847653094400,43.2
1770290847733267838,39.4
1770290847773084950,41.3
1770290847832905931,41.7
1770290847853027745,39.4
1770290847872976525,44.1
1770290847912849510,43.6
1770290847932899035,39.9
1770290847993076647,41.3
1770290848013190135,38.5
1770290848033093880,41.7
1770290848073030377,40.3
1770290848092968433,40.8
1770290848132996063,39.4
1770290848153157709,40.8
1770290848172999730,40.3
1770290848212863241,41.3
1770290848232967284,41.3
1770290848293150959,39.9
1770290848353061383,45.0
1770290848373005839,44.6
1770290848433133912,39.4
1770290848473189719,38.5
1770290848513142232,43.6
1770290848553262390,39.4
1770290848592992361,40.3
1770290848612983505,41.7
1770290848733110103,38.5
1770290848753064969,41.3
1770290848812939061,43.6
1770290848853136660,43.2
1770290848893037590,44.6
1770290848913036249,43.6
1770290848932871101,39.9
1770290848993080706,44.6
1770290849033043401,40.8
1770290849053166693,41.3
1770290849073089514,40.8
1770290849113024194,44.1
1770290849192869488,44.1
1770290849212976173,41.7
1770290849232992206,42.7
1770290849353097295,42.2
1770290849373112779,44.1
1770290849413033251,42.2
1770290849433109380,43.6
1770290849453023693,39.9
1770290849493023233,39.9
1770290849512936625,42.2
1770290849532815182,39.9
1770290849573080632,43.2
1770290849633065167,38.5
1770290849653272393,41.3
1770290849673187899,42.2
1770290849713069332,39.9
1770290849732976761,39.4
1770290849793113386,44.6
1770290849813144784,40.3
1770290849833075022,41.7
1770290849873102067,40.8
1770290849933110360,38.9
1770290849953253889,39.9
1770290850013073964,41.3
1770290850033066469,40.3
1770290850133165189,39.9
1770290850173130015,40.8
1770290850193118016,40.8
1770290850232922113,40.3
1770290850253192761,42.2
1770290850273043435,42.2
1770290850313029804,41.3
1770290850333223945,40.8
1770290850353110328,43.6
1770290850393148273,42.7
1770290850412809740,42.2
1770290850453054280,44.1
1770290850473150398,38.9
1770290850533112054,42.7
1770290850552990037,44.1
1770290850613088027,42.2
1770290850653077716,43.2
1770290850713096969,39.4
1770290850732978875,40.3
1770290850773068023,38.5
1770290850833121150,41.7
1770290850853185810,42.7
1770290850912900409,44.1
1770290850992974215,41.3
1770290851012913549,42.2
1770290851073059518,43.6
1770290851093137912,41.7
1770290851153136652,38.9
1770290851173140960,43.2
1770290851213086324,42.7
1770290851233161234,39.4
1770290851253242751,40.3
1770290851293165138,42.7
1770290851333067948,40.8
1770290851393138483,40.3
1770290851413172680,40.3
1770290851453058532,40.3
1770290851473135347,41.3
1770290851533213881,40.3
1770290851553191413,39.9
1770290851593231185,42.2
1770290851613189442,39.9
1770290851633142841,44.1
1770290851673219202,39.4
1770290851693167514,40.3
1770290851753209013,41.7
1770290851773192869,39.4
1770290851813079158,40.3
1770290851833138431,39.4
1770290851853084349,42.2
1770290851893108084,41.3
1770290851933124859,42.2
1770290851973097785,42.7
1770290851993018116,42.7
1770290852032930464,38.9
1770290852052888493,42.2
1770290852113172121,41.7
1770290852133292365,41.3
1770290852193110936,45.0
1770290852213182276,41.3
1770290852233254232,43.6
1770290852273038266,43.2
1770290852293170188,41.3
1770290852333180712,41.3
1770290852353218508,40.8
1770290852373112679,40.8
1770290852413132783,41.7
1770290852433165104,44.1
1770290852493146150,43.6
1770290852513177160,39.4
1770290852552990801,42.2
1770290852572907740,40.8
1770290852633110739,40.3
1770290852653079304,43.2
1770290852713106050,42.7
1770290852732972105,40.3
1770290852752908900,39.9
1770290852793022510,42.7
1770290852812919182,43.6
1770290852853198491,39.4
1770290852873200837,39.9
1770290852893050917,41.3
1770290852933088709,40.8
1770290852953026057,40.3
1770290853013084481,43.2
1770290853033042866,43.6
1770290853072992549,41.3
1770290853092941834,43.2
1770290853152927843,39.4
1770290853193119922,40.8
1770290853233086289,38.0
1770290853252969896,43.2
1770290853273004936,39.4
1770290853312811751,42.2
1770290853332868704,39.9
1770290853372961313,39.9
1770290853413091487,44.6
1770290853473032678,41.3
1770290853493016902,46.0
1770290853533053814,39.4
1770290853553076997,42.2
1770290853613268420,39.9
1770290853633072209,44.1
1770290853673135830,41.7
1770290853713146433,40.8
1770290853753080094,43.2
1770290853773112849,42.7
1770290853793202271,40.8
1770290853853164267,39.9
1770290853873034801,40.8
1770290853912874992,40.8
1770290853932978427,42.2
1770290853972864033,40.8
1770290853993168076,40.3
1770290854053117800,40.3
1770290854153164262,40.8
1770290854173147660,41.3
1770290854213061871,39.4
1770290854233209225,43.2
1770290854293211957,44.1
1770290854313109956,40.8
1770290854353077179,38.9
1770290854373185632,42.7
1770290854433205225,43.6
1770290854453256854,43.6
1770290854473196767,40.8
1770290854533103012,40.3
1770290854552870926,39.9
1770290854592955483,42.2
1770290854612949019,45.0
1770290854652940771,38.9
1770290854673234647,40.8
1770290854693128547,40.3
1770290854733182374,42.7
1770290854753211032,41.7
1770290854773173718,42.2
1770290854813153999,39.4
1770290854873182680,39.4
1770290854892980404,39.9
1770290854913027382,43.2
1770290854952921862,42.7
1770290854992996947,40.8
1770290855033142718,41.3
1770290855053251935,40.3
1770290855073247662,44.6
1770290855133289536,38.9
1770290855173159830,41.3
1770290855193187359,43.2
1770290855213159858,42.7
1770290855252904284,41.3
1770290855272990033,41.3
1770290855292965539,43.6
1770290855333111197,39.4
1770290855352930521,38.9
1770290855393081187,40.8
1770290855413064266,41.3
1770290855433041215,44.1
1770290855493086584,41.7
1770290855513077322,43.2
1770290855573109802,45.0
1770290855593039573,41.3
1770290855633201322,40.8
1770290855653019327,41.3
1770290855693109887,39.9
1770290855713117229,42.7
1770290855733054126,41.3
1770290855793168381,43.2
1770290855813177855,38.9
1770290855853114396,44.1
1770290855873119189,39.9
1770290855893141195,42.7
1770290855933073346,41.3
1770290855993060054,41.3
1770290856013234753,40.3
1770290856033137625,42.2
1770290856113217973,41.7
1770290856153167503,43.2
1770290856173126763,41.7
1770290856193178624,42.2
1770290856233111395,42.2
1770290856253168614,44.6
1770290856293186536,40.3
1770290856313188416,42.7
1770290856373154034,43.2
1770290856393178956,44.1
1770290856413136475,41.3
1770290856493227079,37.5
1770290856553328672,40.3
1770290856592921862,42.2
1770290856612902010,40.3
1770290856632955968,42.7
1770290856693220937,42.7
1770290856713178226,44.1
1770290856752968880,40.8
1770290856773162731,40.8
1770290856833224979,43.2
1770290856853272405,42.2
1770290856893184701,42.2
1770290856973142142,41.3
1770290856992955896,41.3
1770290857053109926,39.9
1770290857073105484,39.4
1770290857132880037,44.1
1770290857152961709,40.8
1770290857213272757,40.3
1770290857233153584,42.7
1770290857273020783,43.6
1770290857292976201,44.1
1770290857312955565,41.3
1770290857353116394,39.9
1770290857392993348,44.6
1770290857433042132,39.4
1770290857453076725,41.7
1770290857492912724,42.7
1770290857512999123,41.3
1770290857573025441,40.8
1770290857593147945,39.9
1770290857613062284,40.3
1770290857653185519,44.1
1770290857673027926,43.2
1770290857713036568,39.9
1770290857733127701,41.7
1770290857753056427,42.7
1770290857793019296,41.7
1770290857833140284,38.9
1770290857913083086,43.6
1770290857953158289,42.7
1770290858013018229,41.3
1770290858032967320,38.9
1770290858113323354,40.3
1770290858173237584,43.6
1770290858193326609,43.2
1770290858213125668,42.2
1770290858253165723,42.2
1770290858273254985,41.3
1770290858313183388,40.8
1770290858333068902,40.8
1770290858353178278,44.6
1770290858413225056,43.2
1770290858433200770,42.7
1770290858473184583,39.9
1770290858533014524,40.8
1770290858552963726,40.3
1770290858572976536,40.3
1770290858633118035,41.3
1770290858653299576,38.9
1770290858693136139,44.1
1770290858733117578,41.3
1770290858793290919,39.9
1770290858833106615,43.2
1770290858913205488,39.9
1770290858933138046,42.7
1770290858953186821,38.9
1770290859013176369,40.3
1770290859053129359,39.4
1770290859072902955,41.7
1770290859153279591,39.4
1770290859213179691,42.2
1770290859232986440,39.4
1770290859253152514,43.2
1770290859293174282,42.7
1770290859373170748,40.3
1770290859393037605,39.4
1770290859433115305,41.7
1770290859453130772,40.8
1770290859473065622,43.6
1770290859513108958,39.9
1770290859532810189,40.3
1770290859552844789,43.2
1770290859612981710,38.5
1770290859653127510,42.7
1770290859673124557,40.8
1770290859753195247,41.7
1770290859773183472,44.1
1770290859813069147,39.9
1770290859833044288,40.8
1770290859872993127,44.1
1770290859893182466,41.3
1770290859913105843,39.4
1770290859972903448,38.0
1770290859992959146,41.7
1770290860073090569,39.4
1770290860113061984,40.8
1770290860153104708,39.4
1770290860213107679,39.4
1770290860253087907,39.4
1770290860273083183,43.2
1770290860293080387,43.6
1770290860333050773,39.9
1770290860373124082,39.4
1770290860432917099,41.3
1770290860452899067,44.1
1770290860512971864,42.7
1770290860552994479,43.6
1770290860573127605,40.8
1770290860593071415,41.7
1770290860633050304,40.8
1770290860653092654,44.1
1770290860672941701,41.7
1770290860713071190,40.8
1770290860733086398,40.3
1770290860753127980,42.7
1770290860792989822,40.3
1770290860813104317,40.3
1770290860873198165,40.8
1770290860893025816,38.9
1770290860953145658,44.6
1770290860973191677,44.1
1770290861013151177,41.3
1770290861032952817,41.7
1770290861073033406,41.7
1770290861153011136,40.8
1770290861173267887,40.8
1770290861192999663,42.7
1770290861233072544,40.3
1770290861253210459,42.7
1770290861313232750,42.7
1770290861333022167,39.4
1770290861393220963,40.3
1770290861453108580,42.2
1770290861473109488,41.7
1770290861492962011,40.8
1770290861532936632,40.3
1770290861592986471,39.9
1770290861613010019,43.6
1770290890053087925,43.2
1770290890053101734,41.7
1770290890053133752,44.1
1770290890053159643,40.8
1770290890053179867,43.2
1770290890053200919,40.8
1770290890053213379,40.8
1770290890053232689,39.9
1770290890053241700,42.7
1770290890053253077,39.9
1770290890053261735,41.3
1770290890053271239,40.3
1770290890053276579,38.5
1770290890053282817,41.7
1770290890053290296,40.3
1770290890053296311,40.8
1770290890053304545,41.7
1770290890053312795,41.3
1770290890053331564,38.9
1770290890053339032,41.7
1770290890053359751,40.8
1770290890053365059,45.0
1770290890053370366,39.9
1770290890053376131,43.2
1770290890053382793,43.6
1770290890053474100,43.6
1770290890053534242,40.3
1770290890053546219,42.7
1770290890053554547,38.5
1770290890053574428,39.4
1770290890053582276,41.3
1770290890053636108,39.9
1770290890053644674,43.6
1770290890053650451,41.7
1770290890053658899,39.9
1770290890053672310,42.2
1770290890053679235,41.3
1770290890053693400,40.8
1770290890053701239,39.9
1770290890053706691,41.7
1770290890053712563,40.3
1770290890053857004,40.3
1770290890053875969,39.4
1770290890053892542,40.8
1770290890053903650,42.7
1770290890053919112,44.6
1770290890053932978,43.2
1770290890053952559,41.3
1770290890053961591,41.3
1770290890053970690,39.4
1770290890053978589,40.8
1770290890053986115,42.2
1770290890053990318,39.9
1770290890054031894,40.8
1770290890054037582,42.2
1770290890054061666,42.7
1770290890054070905,40.8
1770290890054075852,40.3
1770290890054090997,44.6
1770290890054094821,40.8
1770290890054117490,38.9
1770290890054142298,41.7
1770290890054155400,40.8
1770290890054162728,43.6
1770290890054168901,41.7
1770290890054217769,40.8
1770290890054236107,41.7
1770290890054245348,44.1
1770290890054252882,40.3
1770290890054261967,43.2
1770290890054269469,40.8
1770290890054279881,41.3
1770290890054286791,39.9
1770290890054327166,42.2
1770290890054335626,39.9
1770290890054357916,38.9
1770290890054364466,41.3
1770290890054372942,38.5
1770290890054378102,41.7
1770290890054386148,40.3
1770290890054402947,40.3
1770290890054414281,38.9
1770290890054422697,41.3
1770290890054445153,41.7
1770290890054450784,45.0
1770290890054466188,40.8
1770290890054507004,42.7
1770290890054514619,41.3
1770290890054526020,41.3
1770290890054532395,42.7
1770290890054541765,40.3
1770290890054575806,40.8
1770290890054592165,39.9
1770290890054602817,42.2
1770290890054610666,40.3
1770290890054631556,41.3
1770290890054637328,41.7
1770290890054650587,38.5
1770290890054678686,44.6
1770290890054692052,40.8
1770290890054719768,43.2
1770290890054743407,41.3
1770290890054755195,41.3
1770290890054763495,39.4
1770290890054772572,41.7
1770290890054786286,39.4
1770290890054795391,38.9
1770290890054841479,41.7
1770290890054850927,41.7
1770290890054857286,39.4
1770290890054868147,42.2
1770290890054877328,40.8
1770290890054884139,43.2
1770290890054913064,39.9
1770290890054925312,41.3
1770290890054934919,41.7
1770290890054946438,41.3
1770290890054960217,41.7
1770290890054968930,43.6
1770290890054975918,39.9
1770290890054984584,44.1
1770290890054991709,40.8
1770290890055011967,42.2
1770290890055024040,42.7
1770290890055032133,40.8
1770290890055043493,44.1
1770290890055051958,40.8
1770290890055061523,41.7
1770290890055069372,41.3
1770290890055076790,40.3
1770290890055087073,39.4
1770290890055095813,38.9
1770290890055113862,43.2
1770290890055119945,41.7
1770290890055141653,40.8
1770290890055154373,45.5
1770290890055159611,40.3
1770290890055164705,41.3
1770290890055185052,45.0
1770290890055209035,42.7
1770290890055216015,42.7
1770290890055224721,42.2
1770290890055245229,43.6
1770290890055255256,41.3
1770290890055269087,39.4
1770290890055285042,42.2
1770290890055297759,44.1
1770290890055303734,40.8
1770290890055340895,41.3
1770290890055349047,41.3
1770290890055357442,43.2
1770290890055366579,43.6
1770290890055373013,41.3
1770290890055388434,39.9
1770290890055396517,41.3
1770290890055404489,43.6
1770290890055427786,41.7
1770290890055434965,41.3
1770290890055448210,39.4
1770290890055464046,42.7
1770290890055469423,42.2
1770290890055498216,41.3
1770290890055507103,44.1
1770290890055514565,42.2
1770290890055520364,42.2
1770290890055537575,40.8
1770290890055544613,44.6
1770290890055588588,42.7
1770290890055597814,38.9
1770290890055606407,39.4
1770290890055611429,40.8
1770290890055622276,40.8
1770290890055651079,38.5
1770290890055659568,40.8
1770290890055674442,40.3
1770290890055702556,42.7
1770290890055708700,42.2
1770290890055722871,43.6
1770290890055739941,43.6
1770290890055744586,42.7
1770290890055752988,40.3
1770290890055782490,39.4
1770290890055789331,38.9
1770290890055799812,42.2
1770290890055807549,39.9
1770290890055814670,43.6
1770290890055825132,38.5
1770290890055843505,41.7
1770290890055849572,38.9
1770290890055859262,42.7
1770290890055868147,39.4
1770290890055875877,39.4
1770290890055891023,42.2
1770290890055896752,42.2
1770290890055906559,41.7
1770290890055914549,39.9
1770290890055924410,40.8
1770290890055935784,43.6
1770290890055945719,41.7
1770290890055965642,41.7
1770290890055974069,43.2
1770290890055982413,43.6
1770290890055993270,40.8
1770290890056019595,39.4
1770290890056026282,41.7
1770290890056035129,41.3
1770290890056050777,40.8
1770290890056065540,41.3
1770290890056073732,40.3
1770290890056094437,40.8
1770290890056100466,43.6
1770290890056180998,42.2
1770290890056188388,42.2
1770290890056196320,42.7
1770290890056201696,39.4
1770290890056218031,41.3
1770290890056225334,41.3
1770290890056233952,42.2
1770290890056249959,43.2
1770290890056260167,43.2
1770290890056267253,41.7
1770290890056275984,39.9
1770290890056282724,39.9
1770290890056292295,40.8
1770290890056315986,40.8
1770290890056327086,41.7
1770290890056332186,38.9
1770290890056350809,42.2
1770290890056356059,43.2
1770290890056369842,42.7
1770290890056377607,38.9
1770290890056384583,42.2
1770290890056391260,39.9
1770290890056399934,39.9
1770290890056468075,42.2
1770290890056480436,39.4
1770290890056500176,40.3
1770290890056514703,38.9
1770290890056530312,42.7
1770290890056538421,40.8
1770290890056546946,38.9
1770290890056561252,41.3
1770290890056606365,41.3
1770290890056614228,40.3
1770290890056628551,39.4
1770290890056642784,40.3
1770290890056661358,43.6
1770290890056674840,42.2
1770290890056679446,41.7
1770290890056685202,41.7
1770290890056700234,41.7
1770290890056718556,44.6
1770290890056731382,37.5
1770290890056761104,42.7
1770290890056775920,38.5
1770290890056788857,40.3
1770290890056797660,42.2
1770290890056816978,43.6
1770290890056841915,38.9
1770290890056848850,45.5
1770290890056870468,40.8
1770290890056884249,42.7
1770290890056891499,43.6
1770290890056953239,44.1
1770290890056962239,44.1
1770290890056980001,41.7
1770290890056985535,40.3
1770290890057004341,40.8
1770290890057009096,40.3
1770290890057013497,41.7
1770290890057025538,39.4
1770290890057033581,40.8
1770290890057051783,44.6
1770290890057056903,40.3
1770290890057064678,41.7
1770290890057073764,43.2
1770290890057085018,41.3
1770290890057110390,41.7
1770290890057118825,39.4
1770290890057133841,39.9
1770290890057140808,40.8
1770290890057149041,42.2
1770290890057154073,38.9
1770290890057173732,45.5
1770290890057178968,41.7
1770290890057183217,42.7
1770290890057224231,40.8
1770290890057233401,43.2
1770290890057239434,42.2
1770290890057256267,41.7
1770290890057265915,43.2
1770290890057277766,39.9
1770290890057285751,39.9
1770290890057295278,42.7
1770290890057307236,41.7
1770290890057315767,42.7
1770290890057367746,43.2
1770290890057372268,41.3
1770290890057394069,43.2
1770290890057399966,39.9
1770290890057426594,42.2
1770290890057437884,41.7
1770290890057442211,42.7
1770290890057484379,45.0
1770290890057495457,43.2
1770290890057505466,43.2
1770290890057517118,41.7
1770290890057532346,38.5
1770290890057540406,39.9
1770290890057547533,40.3
1770290890057558962,38.9
1770290890057567066,44.6
1770290890057574774,41.7
1770290890057606130,43.6
1770290890057619007,42.2
1770290890057638652,41.7
1770290890057645893,38.0
1770290890057654369,39.9
1770290890057669017,40.3
1770290890057674024,39.4
1770290890057688754,43.2
1770290890057712457,42.2
1770290890057718018,41.7
1770290890057724871,41.7
1770290890057761708,43.6
1770290890057774538,40.3
1770290890057784472,41.7
1770290890057797001,42.7
1770290890057804075,41.7
1770290890057810250,40.8
1770290890057822655,39.4
1770290890057831035,43.2
1770290890057838947,41.3
1770290890057845868,38.9
1770290890057867734,43.2
1770290890057889666,40.3
1770290890057894840,41.7
1770290890057902372,39.4
1770290890057911507,40.3
1770290890057920508,40.3
1770290890057928763,41.3
1770290890057948998,39.4
1770290890057958432,39.4
1770290890057966441,42.7
1770290890057974170,39.4
1770290890057988860,42.7
1770290890058025265,41.7
1770290890058041510,41.3
1770290890058051040,38.9
1770290890058061108,42.2
1770290890058068528,39.9
1770290890058079243,39.9
1770290890058088125,38.5
1770290890058107658,38.5
1770290890058115772,43.2
1770290890058121084,39.9
1770290890058146896,43.2
1770290890058163807,42.7
1770290890058177007,41.7
1770290890058230282,38.9
1770290890058239221,39.9
1770290890058246440,39.4
1770290890058256995,44.6
1770290890058265574,40.3
1770290890058272420,39.4
1770290890058291216,40.8
1770290890058296290,39.4
1770290890058307619,42.2
1770290890058327698,41.3
1770290890058334122,42.7
1770290890058341714,42.2
1770290890058348640,41.3
1770290890058379758,40.8
1770290890058385096,41.3
1770290890058401021,39.9
1770290890058420841,40.3
1770290890058430353,41.3
1770290890058450911,41.3
1770290890058458695,39.9
1770290890058467966,42.2
1770290890058483522,41.3
1770290890058492911,41.3
1770290890058499900,41.7
1770290890058510371,40.3
1770290890058527469,42.2
1770290890058541577,41.3
1770290890058546875,44.1
1770290890058550101,40.8
1770290890058553834,43.6
1770290890058556402,42.7
1770290890058558801,38.5
1770290890058569172,38.9
1770290890058570723,39.9
1770290890058577753,39.9
1770290890058580810,41.3
1770290890058582804,41.7
1770290890058585889,42.2
1770290890058594182,42.7
1770290890058596088,41.3
1770290890058597949,44.6
1770290890058600817,41.3
1770290890058606927,42.7
1770290890058608406,42.7
1770290890058613406,39.4
1770290890058616371,40.3
1770290890058618382,41.7
1770290890058619905,40.3
1770290890058628088,42.7
1770290890058630252,41.3
1770290890058632674,40.3
1770290890058638589,39.9
1770290890058643378,40.3
1770290890058646297,39.4
1770290890058648395,41.3
1770290890058651027,39.4
1770290890058660038,43.6
1770290890058662679,41.3
1770290890058664959,42.7
1770290890058670646,39.9
1770290890058677553,38.9
1770290890058679587,46.0
1770290890058682190,43.6
1770290890058684593,42.2
1770290890058686666,41.7
1770290890058690249,42.2
1770290890058699878,40.8
1770290890058703139,42.7
1770290890058705324,42.2
1770290890058708621,41.3
1770290890058714111,38.9
1770290890058717146,39.9
1770290890058719970,40.3
1770290890058722552,39.9
1770290890058725035,43.6
1770290890058732004,40.8
1770290890058734534,41.7
1770290890058736018,44.6
1770290890058739496,40.8
1770290890058742004,42.2
1770290890058747058,39.9
1770290890058751069,40.8
1770290890058754665,41.7
1770290890058756461,43.6
1770290890058765213,45.5
1770290890058766869,42.2
1770290890058769510,42.2
1770290890058774776,41.7
1770290890058776435,43.6
1770290890058779677,40.3
1770290890058784941,40.8
1770290890058787011,42.2
1770290890058790758,41.3
1770290890058795994,38.9
1770290890058797404,40.3
1770290890058800240,40.8
1770290890058803492,42.7
1770290890058806101,44.1
1770290890058809571,41.3
1770290890058812849,38.9
1770290890058818520,40.3
1770290890058819989,43.6
1770290890058823549,38.0
1770290890058826769,39.4
1770290890058829066,40.8
1770290890058834023,42.7
1770290890058835409,39.9
1770290890058838457,40.3
1770290890058840662,40.8
1770290890058843855,40.3
1770290890058849365,43.2
1770290890058851036,41.7
1770290890058855589,41.7
1770290890058857934,40.8
1770290890058860470,43.6
1770290890058866995,41.3
1770290890058869358,43.6
1770290890058871233,42.2
1770290890058873894,43.6
1770290890058885910,41.3
1770290890058888103,42.2
1770290890058890959,39.9
1770290890058894369,38.5
1770290890058896754,42.7
1770290890058899932,38.9
1770290890058905857,38.5
1770290890058908112,43.6
1770290890058910876,44.1
1770290890058913617,39.4
1770290890058916411,40.3
1770290890058921142,43.2
1770290890058922611,39.9
1770290890058933120,39.4
1770290890058935656,40.8
1770290890058938229,39.4
1770290890058941038,40.3
1770290890058944471,43.2
1770290890058946342,43.6
1770290890058947770,39.4
1770290890058951283,39.9
1770290890058954035,43.6
1770290890058962333,40.3
1770290890058964805,41.3
1770290890058967712,43.6
1770290890058969574,41.3
1770290890058976408,41.7
1770290890058979331,42.2
1770290890058981478,43.2
1770290890058983553,40.8
1770290890058987023,39.4
1770290890058995927,39.4
1770290890058998564,41.7
1770290890059000374,39.4
1770290890059003352,42.2
1770290890059006596,41.3
1770290890059007925,38.5
1770290890059011333,39.4
1770290890059014383,40.8
1770290890059025646,40.3
1770290890059027820,43.2
1770290890059029866,41.7
1770290890059032061,44.1
1770290890059034299,40.8
1770290890059037900,39.4
1770290890059045997,40.8
1770290890059047727,44.1
1770290890059049840,42.7
1770290890059052236,42.7
1770290890059053962,41.3
1770290890059057117,41.3
1770290890059060420,39.4
1770290890059063853,40.8
1770290890059069753,39.9
1770290890059071555,40.8
1770290890059076197,41.7
1770290890059077669,44.6
1770290890059082716,43.6
1770290890059084072,40.8
1770290890059086216,43.2
1770290890059102960,44.6
1770290890059104422,39.9
1770290890059106832,41.7
1770290890059108736,41.3
1770290890059111213,40.3
1770290890059113434,43.2
1770290890059115583,43.6
1770290890059119869,39.9
1770290890059122182,40.8
1770290890059133881,40.3
1770290890059135362,43.6
1770290890059138826,39.9
1770290890059141434,41.3
1770290890059146962,40.8
1770290890059148558,43.6
1770290890059150575,44.1
1770290890059161374,40.8
1770290890059164099,43.2
1770290890059168983,43.2
1770290890059171387,42.2
1770290890059174472,43.2
1770290890059179437,43.2
1770290890059181295,40.8
1770290890059185250,38.5
1770290890059190037,41.3
1770290890059194706,39.9
1770290890059196760,42.7
1770290890059198832,39.9
1770290890059203772,39.4
1770290890059205451,42.2
1770290890059207238,42.2
1770290890059213471,41.7
1770290890059215436,42.2
1770290890059217061,45.0
1770290890059226005,45.0
1770290890059228440,39.4
1770290890059230475,42.7
1770290890059233703,39.9
1770290890059235692,41.3
1770290890059238227,38.9
1770290890059243103,40.8
1770290890059244592,41.7
1770290890059249789,39.9
1770290890059252436,39.9
1770290890059254946,39.4
1770290890059256472,39.4
1770290890059262876,40.3
1770290890059264254,39.4
1770290890059265819,42.2
1770290890059274498,42.7
1770290890059276369,38.0
1770290890059278988,38.9
1770290890059285984,41.3
1770290890059288474,42.7
1770290890059296771,39.9
1770290890059301825,39.4
1770290890059303716,39.4
1770290890059305206,41.7
1770290890059321525,40.8
1770290890059323020,39.9
1770290890059323975,38.9
1770290890059333826,38.5
1770290890059337018,40.8
1770290890059339852,43.6
1770290890059343831,38.5
1770290890059346460,43.2
1770290890059348204,40.3
1770290890059351783,43.6
1770290890059357373,39.4
1770290890059359650,43.2
1770290890059361097,42.2
1770290890059368116,38.9
1770290890059372192,43.6
1770290890059374984,43.6
1770290890059378344,40.8
1770290890059380771,44.6
1770290890059383235,43.2
1770290890059389798,38.9
1770290890059391310,40.3
1770290890059397497,40.3
1770290890059398858,40.3
1770290890059405366,40.3
1770290890059408850,41.3
1770290890059411745,41.7
1770290890059413954,38.5
1770290890059415691,44.1
1770290890059418598,44.1
1770290890059421057,43.6
1770290890059428385,42.7
1770290890059432380,40.3
1770290890059435413,43.6
1770290890059437847,42.7
1770290890059440255,39.9
1770290890059442746,43.2
1770290890059449972,43.6
1770290890059452271,43.6
1770290890059460254,40.3
1770290890059462101,43.2
1770290890059465859,42.2
1770290890059468649,40.3
1770290890059470925,42.2
1770290890059475556,41.7
1770290890059476946,41.3
1770290890059481401,44.1
1770290890059483051,42.2
1770290890059487571,42.2
1770290890059489914,44.1
1770290890059496054,46.0
1770290890059497533,43.6
1770290890059499635,44.1
1770290890059503075,44.1
1770290890059507546,40.8
1770290890059508984,43.6
1770290890059512568,39.9
1770290890059516098,43.6
1770290890059519048,40.8
1770290890059522040,41.3
1770290890059524576,42.2
1770290890059530201,42.2
1770290890059533088,41.7
1770290890059535022,40.8
1770290890059536311,42.7
1770290890059547390,40.8
1770290890059550063,39.9
1770290890059552883,43.2
1770290890059556391,44.1
1770290890059559421,40.3
1770290890059563136,41.3
1770290890059565194,42.7
1770290890059567651,39.4
1770290890059570197,41.7
1770290890059576189,41.3
1770290890059577659,44.1
1770290890059579114,43.6
1770290890059584299,40.3
1770290890059585682,40.3
1770290890059588282,40.8
1770290890059594028,39.9
