%time,field.angle,field.distance
1770290831173157661,80.5,43.2
1770290831193138253,90.0,39.4
1770290831233197736,90.0,40.3
1770290831253178509,88.5,39.4
1770290831293125833,82.2,42.2
1770290831313222206,90.0,43.2
1770290831332981969,90.0,41.7
1770290831373158132,90.0,40.3
1770290831393195230,87.0,41.7
1770290831413239677,90.0,39.9
1770290831453242309,90.0,43.6
1770290831493246001,90.0,43.6
1770290831533096437,90.0,43.6
1770290831553211376,80.7,43.2
1770290831593113593,90.0,39.9
1770290831613073522,90.0,40.8
1770290831633101540,90.0,44.1
1770290831673074890,90.0,38.9
1770290831693157681,80.2,39.9
1770290831713120970,90.0,41.7
1770290831753188982,90.0,39.4
1770290831773073340,90.0,38.5
1770290831813151262,90.0,41.3
1770290831833112591,90.0,41.7
1770290831853096307,88.2,41.3
1770290831892924367,90.0,42.2
1770290831913120584,90.0,39.4
1770290831933019707,90.0,43.6
1770290831972896161,80.6,43.2
1770290831993184461,90.0,41.7
1770290832013172596,90.0,44.1
1770290832053129946,90.0,42.7
1770290832073092973,83.7,39.4
1770290832113148285,90.0,40.3
1770290832133136905,87.0,39.4
1770290832233235127,90.0,39.9
1770290832273133647,90.0,40.3
1770290832293128135,90.0,42.7
1770290832313119339,90.0,43.2
1770290832353111022,90.0,41.7
1770290832413204687,90.0,40.8
1770290832433268876,90.0,39.4
1770290832453191221,90.0,41.3
1770290832493177599,90.0,40.8
1770290832533114596,90.0,43.2
1770290832573014737,90.0,43.6
1770290832593133572,90.0,41.3
1770290832613176595,90.0,38.9
1770290832653015481,90.0,42.7
1770290832713132591,82.5,41.7
1770290832733132307,90.0,43.2
1770290832753112422,90.0,41.3
1770290832813187531,90.0,43.2
1770290832833148810,90.0,42.7
1770290832893217285,78.6,39.4
1770290832933170234,90.0,41.7
1770290832953207581,75.6,41.3
1770290832973220942,90.0,39.4
1770290833013248521,90.0,39.4
1770290833113201921,90.0,42.2
1770290833173281183,86.0,40.8
1770290833253266830,90.0,40.8
1770290833273088591,90.0,41.3
1770290833312886819,90.0,41.7
1770290833332971249,90.0,40.3
1770290833353074699,90.0,42.2
1770290833393113819,90.0,41.3
1770290833433128426,81.5,43.2
1770290833473087443,90.0,44.1
1770290833493207016,90.0,44.1
1770290833553140087,90.0,39.4
1770290833573147483,84.6,38.5
1770290833633215390,84.2,42.7
1770290833693115313,85.6,40.8
1770290833713126699,90.0,41.7
1770290833733124496,90.0,41.7
1770290833793274561,81.6,40.3
1770290833853235148,90.0,41.7
1770290833873163836,80.8,42.7
1770290833913013304,90.0,39.4
1770290833933213152,82.4,44.1
1770290833953153824,90.0,42.2
1770290833993098457,90.0,41.3
1770290834013077127,90.0,39.9
1770290834033080274,90.0,43.2
1770290834073046180,80.7,39.4
1770290834093191749,90.0,43.2
1770290834133147333,90.0,42.2
1770290834173158682,90.0,41.7
1770290834213115039,90.0,40.8
1770290834233151088,90.0,38.5
1770290834253291074,90.0,42.2
1770290834293025683,80.8,40.8
1770290834333238128,90.0,41.3
1770290834373144169,83.3,42.2
1770290834393106220,80.3,39.4
1770290834433114725,90.0,39.9
1770290834473131643,90.0,42.2
1770290834513071767,90.0,41.7
1770290834533244403,90.0,42.2
1770290834553102997,90.0,40.3
1770290834593050057,90.0,38.5
1770290834673256477,90.0,40.8
1770290834693173017,83.6,42.7
1770290834733194076,90.0,41.3
1770290834753312996,90.0,39.9
1770290834773139616,90.0,41.3
1770290834813091796,90.0,40.3
1770290834833258520,90.0,40.8
1770290834853188465,90.0,40.8
1770290834893136731,88.1,43.6
1770290834913179477,90.0,42.2
1770290834953122921,90.0,39.9
1770290834973141487,90.0,40.8
1770290834993139021,90.0,38.5
1770290835033204290,90.0,38.9
1770290835053236901,90.0,43.6
1770290835072981156,90.0,38.0
1770290835113213242,90.0,42.7
1770290835133120912,85.0,43.6
1770290835173143529,73.1,38.9
1770290835213217011,78.8,39.4
1770290835253010392,90.0,43.2
1770290835272919109,90.0,39.4
1770290835293026376,88.3,44.6
1770290835333103560,90.0,41.3
1770290835353237544,90.0,41.3
1770290835373157179,90.0,40.3
1770290835473019433,90.0,41.7
1770290835493131807,90.0,43.6
1770290835553098901,90.0,40.8
1770290835572937198,90.0,39.4
1770290835633244126,90.0,39.9
1770290835653228743,90.0,42.2
1770290835713156977,90.0,44.1
1770290835733200156,90.0,39.9
1770290835813288489,90.0,44.6
1770290835873145930,90.0,39.9
1770290835893193226,90.0,39.9
1770290835933060510,90.0,43.2
1770290835952961105,90.0,38.9
1770290835993081131,90.0,44.1
1770290836013131171,90.0,39.9
1770290836033198830,90.0,40.3
1770290836093267261,82.7,40.8
1770290836113178855,90.0,41.7
1770290836153163722,90.0,41.3
1770290836213075236,90.0,41.7
1770290836233257802,90.0,43.6
1770290836293183207,90.0,39.4
1770290836312963468,90.0,38.9
1770290836333160202,90.0,39.9
1770290836373218003,90.0,38.9
1770290836393196744,90.0,42.2
1770290836453256426,90.0,41.7
1770290836533353902,90.0,43.2
1770290836553283127,90.0,42.7
1770290836593266585,90.0,44.1
1770290836613131641,90.0,42.2
1770290836633201883,90.0,41.7
1770290836673207550,90.0,41.3
1770290836693249429,90.0,39.4
1770290836753324724,77.1,41.3
1770290836773251375,90.0,39.9
1770290836813175958,90.0,42.7
1770290836833276815,82.4,42.7
1770290836913230258,84.2,43.2
1770290836933322044,90.0,42.2
1770290836972989160,90.0,42.2
1770290837053277921,90.0,42.2
1770290837073285877,90.0,43.6
1770290837113066147,90.0,42.2
1770290837213243465,90.0,40.8
1770290837233209449,90.0,39.4
1770290837273150461,90.0,39.9
1770290837313205945,90.0,42.7
1770290837353187757,90.0,41.3
1770290837373207387,90.0,42.2
1770290837413072962,90.0,40.3
1770290837432978526,90.0,38.9
1770290837453138933,90.0,40.8
1770290837493149239,90.0,39.9
1770290837533163962,90.0,44.6
1770290837573158600,90.0,41.7
1770290837593216251,87.1,39.9
1770290837633289269,90.0,43.2
1770290837653226813,90.0,43.2
1770290837673124908,90.0,42.7
1770290837713150743,90.0,42.2
1770290837813228846,90.0,41.7
1770290837873129144,90.0,41.7
1770290837893282132,90.0,40.3
1770290837933106616,90.0,43.2
1770290837953261728,90.0,41.7
1770290837973141283,86.6,39.9
1770290838013100522,90.0,42.2
1770290838033281380,90.0,43.2
1770290838053188627,90.0,41.7
1770290838093158793,87.1,38.9
1770290838113132875,90.0,41.3
1770290838133124847,74.9,41.7
1770290838173147012,90.0,43.6
1770290838233131063,90.0,40.8
1770290838273135899,90.0,41.7
1770290838333131310,90.0,43.2
1770290838353074508,90.0,43.2
1770290838393122966,86.4,42.2
1770290838413138235,90.0,41.3
1770290838473138901,90.0,42.7
1770290838493179313,90.0,40.3
1770290838533119699,90.0,43.2
1770290838553149668,90.0,39.4
1770290838573021364,90.0,40.8
1770290838613108673,90.0,39.4
1770290838633267007,90.0,39.9
1770290838653138689,90.0,38.0
1770290838773190008,80.2,39.4
1770290838833210816,86.4,39.9
1770290838873122840,90.0,44.6
1770290838913146741,90.0,41.7
1770290838933290354,90.0,39.9
1770290838953134759,90.0,42.2
1770290839013136704,90.0,43.2
1770290839053086102,90.0,41.7
1770290839073116332,90.0,40.3
1770290839133160402,90.0,39.4
1770290839153203038,90.0,40.3
1770290839173129404,90.0,40.8
1770290839213173179,90.0,39.9
1770290839253138045,81.5,40.3
1770290839293194645,77.2,42.2
1770290839313150017,90.0,40.3
1770290839353172879,90.0,40.3
1770290839373131889,90.0,42.2
1770290839433223793,78.0,42.7
1770290839453068209,90.0,41.7
1770290839473169352,90.0,43.6
1770290839513074479,77.8,42.2
1770290839593241283,90.0,41.7
1770290839613198172,90.0,42.7
1770290839673192433,90.0,38.9
1770290839733087894,90.0,43.2
1770290839753243624,90.0,41.7
1770290839773034969,90.0,42.2
1770290839812998505,90.0,41.7
1770290839893239088,90.0,42.2
1770290839912925592,90.0,41.7
1770290839933177071,90.0,42.7
1770290839973165316,90.0,41.3
1770290839993160984,90.0,41.3
1770290840033168433,90.0,41.3
1770290840053196839,90.0,39.9
1770290840072954667,90.0,40.3
1770290840113042946,90.0,39.4
1770290840193183195,90.0,42.2
1770290840253116316,90.0,41.3
1770290840333028052,90.0,44.1
1770290840352982185,90.0,40.8
1770290840373176568,90.0,39.4
1770290840413089129,90.0,39.4
1770290840433203680,78.7,43.2
1770290840493219565,90.0,39.4
1770290840553259846,82.3,41.7
1770290840572916216,90.0,42.2
1770290840593148332,90.0,38.5
1770290840633060511,90.0,41.7
1770290840712979201,81.5,40.8
1770290840733032107,90.0,43.6
1770290840753002177,90.0,41.7
1770290840793109185,90.0,41.7
1770290840813144213,84.3,42.7
1770290840853100834,90.0,41.3
1770290840893226314,90.0,41.7
1770290840933120498,90.0,39.9
1770290840953230485,90.0,45.0
1770290840973108050,90.0,39.9
1770290841013087953,90.0,39.9
1770290841033259904,90.0,42.7
1770290841093218465,90.0,42.7
1770290841113235424,80.5,41.7
1770290841153102672,90.0,38.0
1770290841172958268,90.0,42.7
1770290841232947089,90.0,39.9
1770290841273004577,90.0,39.9
1770290841312873205,90.0,39.9
1770290841332905047,90.0,40.3
1770290841373036913,90.0,42.2
1770290841453186574,78.2,44.1
1770290841533109950,80.4,42.2
1770290841573103805,90.0,41.7
1770290841613142885,90.0,42.2
1770290841633073331,90.0,43.2
1770290841653162151,90.0,44.1
1770290841713076524,90.0,40.8
1770290841773155414,90.0,40.3
1770290841793247018,85.6,44.1
1770290841853335364,90.0,41.3
1770290841873207357,90.0,43.2
1770290841913012214,90.0,41.7
1770290841933178351,90.0,41.7
1770290841953158498,90.0,39.4
1770290842093227742,76.8,40.3
1770290842153310279,90.0,42.7
1770290842233278948,90.0,38.9
1770290842253121282,90.0,40.3
1770290842293033471,90.0,43.6
1770290842333165735,90.0,42.2
1770290842373074008,90.0,45.5
1770290842413187819,90.0,42.7
1770290842453164650,84.7,42.2
1770290842473141788,90.0,40.8
1770290842533217515,90.0,44.1
1770290842553173087,86.0,40.8
1770290842593055565,90.0,42.7
1770290842613158259,90.0,40.8
1770290842633075165,81.4,39.9
1770290842673076797,90.0,40.3
1770290842693078492,90.0,38.9
1770290842733179253,90.0,40.3
1770290842772921346,90.0,41.3
1770290842812899846,90.0,43.6
1770290842832909224,90.0,42.7
1770290842852921666,85.3,41.7
1770290842912888269,90.0,40.3
1770290842932947034,90.0,38.0
1770290842972871443,90.0,41.7
1770290842992889023,90.0,44.6
1770290843032938779,90.0,39.4
1770290843052962325,90.0,43.2
1770290843072972077,90.0,39.4
1770290843112941850,90.0,41.3
1770290843132977515,90.0,43.2
1770290843153062656,90.0,43.2
1770290843192960526,90.0,42.7
1770290843213159913,85.4,39.4
1770290843273058286,90.0,38.9
1770290843292997514,90.0,41.7
1770290843373001427,90.0,39.9
1770290843412900840,90.0,41.3
1770290843452943241,90.0,39.4
1770290843492882799,90.0,38.9
1770290843512835992,90.0,40.8
1770290843572861406,90.0,41.7
1770290843592767294,78.9,44.1
1770290843632867932,90.0,41.7
1770290843652919961,90.0,42.2
1770290843713094815,90.0,43.2
1770290843733158810,90.0,44.1
1770290843793166408,90.0,43.2
1770290843833103095,90.0,39.9
1770290843873200145,90.0,43.2
1770290843893165035,90.0,41.3
1770290843933137544,90.0,41.3
1770290843953166814,90.0,42.7
1770290843973118938,90.0,41.3
1770290844013056347,90.0,41.7
1770290844053096785,90.0,39.4
1770290844093067711,90.0,40.3
1770290844113145030,90.0,40.8
1770290844133166191,75.3,42.7
1770290844173072877,90.0,41.7
1770290844273179159,90.0,43.6
1770290844312917420,90.0,38.9
1770290844332861895,90.0,40.8
1770290844352846406,90.0,44.6
1770290844392919404,90.0,39.4
1770290844432920436,90.0,39.4
1770290844472919346,90.0,44.6
1770290844492841387,90.0,41.7
1770290844553008027,86.9,41.7
1770290844572935842,90.0,42.2
1770290844612801800,90.0,41.7
1770290844652915135,82.9,42.2
1770290844692992251,80.8,39.9
1770290844733046694,90.0,39.4
1770290844773127354,90.0,40.8
1770290844793142178,90.0,38.9
1770290844833074527,84.7,41.7
1770290844853137423,90.0,40.3
1770290844873090882,90.0,42.2
1770290844913010477,90.0,42.2
1770290844933038487,90.0,42.2
1770290844953052491,90.0,43.2
1770290845013104502,90.0,40.3
1770290845073220729,90.0,43.2
1770290845113037903,90.0,41.3
1770290845153084988,90.0,43.6
1770290845213009030,90.0,39.9
1770290845233096050,90.0,41.7
1770290845293130822,90.0,39.9
1770290845313031952,90.0,43.2
1770290845333093829,90.0,42.2
1770290845393062822,90.0,43.6
1770290845413050955,81.9,42.2
1770290845453093591,90.0,40.3
1770290845473206286,90.0,44.6
1770290845513038698,90.0,40.3
1770290845533166181,90.0,43.2
1770290845613104660,90.0,43.2
1770290845673150999,90.0,42.2
1770290845693172919,90.0,41.3
1770290845713061465,90.0,41.7
1770290845752986125,90.0,40.8
1770290845772877236,79.3,40.8
1770290845812803837,80.2,38.5
1770290845832941171,90.0,43.6
1770290845853052231,90.0,42.7
1770290845893041675,90.0,39.4
1770290845913143359,90.0,40.3
1770290845933203263,81.6,42.7
1770290845973005228,90.0,39.4
1770290845993143723,90.0,41.7
1770290846053319615,90.0,42.7
1770290846073125348,90.0,42.7
1770290846133233184,90.0,41.3
1770290846193085820,90.0,44.1
1770290846213025240,90.0,38.9
1770290846233017388,90.0,42.7
1770290846273100701,90.0,43.2
1770290846353080470,81.0,42.2
1770290846373002181,76.3,40.8
1770290846433062641,90.0,39.4
1770290846453100768,90.0,42.7
1770290846492917488,90.0,44.1
1770290846512811939,90.0,41.3
1770290846613089064,90.0,39.9
1770290846653127384,90.0,42.7
1770290846672889006,90.0,42.2
1770290846712864259,90.0,41.3
1770290846732888614,90.0,44.1
1770290846753078811,78.3,42.2
1770290846792925564,90.0,38.9
1770290846812885752,90.0,41.3
1770290846832844785,90.0,41.3
1770290846872924723,90.0,40.8
1770290846913099766,90.0,40.3
1770290846952924647,90.0,43.6
1770290846972947916,90.0,40.8
1770290847012997479,90.0,39.9
1770290847053057855,90.0,43.6
1770290847093107673,85.8,39.4
1770290847113110365,90.0,42.7
1770290847173108298,85.9,40.3
1770290847193092689,85.9,41.7
1770290847233078971,87.8,41.7
1770290847253138524,90.0,43.6
1770290847272961133,84.0,43.2
1770290847313001053,90.0,41.3
1770290847333160269,87.4,38.9
1770290847393094586,77.0,38.9
1770290847413104103,90.0,40.3
1770290847433246037,90.0,39.9
1770290847473056502,90.0,43.2
1770290847533109146,90.0,39.9
1770290847553184586,90.0,43.6
1770290847573100466,90.0,41.7
1770290847613022622,90.0,39.4
1770290847633110591,90.0,42.7
1770290847653094400,90.0,43.2
1770290847733267838,90.0,39.4
1770290847773084950,90.0,41.3
1770290847832905931,90.0,41.7
1770290847853027745,85.2,39.4
1770290847872976525,84.6,44.1
1770290847912849510,90.0,43.6
1770290847932899035,90.0,39.9
1770290847993076647,90.0,41.3
1770290848013190135,90.0,38.5
1770290848033093880,90.0,41.7
1770290848073030377,90.0,40.3
1770290848092968433,90.0,40.8
1770290848132996063,90.0,39.4
1770290848153157709,90.0,40.8
1770290848172999730,90.0,40.3
1770290848212863241,90.0,41.3
1770290848232967284,90.0,41.3
1770290848293150959,82.4,39.9
1770290848353061383,90.0,45.0
1770290848373005839,82.5,44.6
1770290848433133912,90.0,39.4
1770290848473189719,90.0,38.5
1770290848513142232,90.0,43.6
1770290848553262390,90.0,39.4
1770290848592992361,86.8,40.3
1770290848612983505,90.0,41.7
1770290848733110103,86.2,38.5
1770290848753064969,90.0,41.3
1770290848812939061,90.0,43.6
1770290848853136660,90.0,43.2
1770290848893037590,90.0,44.6
1770290848913036249,90.0,43.6
1770290848932871101,85.7,39.9
1770290848993080706,90.0,44.6
1770290849033043401,90.0,40.8
1770290849053166693,90.0,41.3
1770290849073089514,90.0,40.8
1770290849113024194,90.0,44.1
1770290849192869488,90.0,44.1
1770290849212976173,90.0,41.7
1770290849232992206,90.0,42.7
1770290849353097295,81.8,42.2
1770290849373112779,90.0,44.1
1770290849413033251,90.0,42.2
1770290849433109380,90.0,43.6
1770290849453023693,90.0,39.9
1770290849493023233,90.0,39.9
1770290849512936625,90.0,42.2
1770290849532815182,83.6,39.9
1770290849573080632,90.0,43.2
1770290849633065167,90.0,38.5
1770290849653272393,90.0,41.3
1770290849673187899,83.1,42.2
1770290849713069332,90.0,39.9
1770290849732976761,90.0,39.4
1770290849793113386,80.8,44.6
1770290849813144784,90.0,40.3
1770290849833075022,90.0,41.7
1770290849873102067,90.0,40.8
1770290849933110360,90.0,38.9
1770290849953253889,80.1,39.9
1770290850013073964,90.0,41.3
1770290850033066469,90.0,40.3
1770290850133165189,90.0,39.9
1770290850173130015,90.0,40.8
1770290850193118016,90.0,40.8
1770290850232922113,90.0,40.3
1770290850253192761,90.0,42.2
1770290850273043435,90.0,42.2
1770290850313029804,90.0,41.3
1770290850333223945,90.0,40.8
1770290850353110328,71.3,43.6
1770290850393148273,90.0,42.7
1770290850412809740,90.0,42.2
1770290850453054280,90.0,44.1
1770290850473150398,86.0,38.9
1770290850533112054,90.0,42.7
1770290850552990037,90.0,44.1
1770290850613088027,90.0,42.2
1770290850653077716,90.0,43.2
1770290850713096969,90.0,39.4
1770290850732978875,90.0,40.3
1770290850773068023,90.0,38.5
1770290850833121150,90.0,41.7
1770290850853185810,90.0,42.7
1770290850912900409,90.0,44.1
1770290850992974215,90.0,41.3
1770290851012913549,90.0,42.2
1770290851073059518,90.0,43.6
1770290851093137912,90.0,41.7
1770290851153136652,80.0,38.9
1770290851173140960,90.0,43.2
1770290851213086324,90.0,42.7
1770290851233161234,90.0,39.4
1770290851253242751,87.8,40.3
1770290851293165138,90.0,42.7
1770290851333067948,90.0,40.8
1770290851393138483,77.9,40.3
1770290851413172680,90.0,40.3
1770290851453058532,90.0,40.3
1770290851473135347,90.0,41.3
1770290851533213881,90.0,40.3
1770290851553191413,90.0,39.9
1770290851593231185,90.0,42.2
1770290851613189442,85.8,39.9
1770290851633142841,90.0,44.1
1770290851673219202,90.0,39.4
1770290851693167514,90.0,40.3
1770290851753209013,85.4,41.7
1770290851773192869,83.2,39.4
1770290851813079158,90.0,40.3
1770290851833138431,90.0,39.4
1770290851853084349,90.0,42.2
1770290851893108084,90.0,41.3
1770290851933124859,90.0,42.2
1770290851973097785,90.0,42.7
1770290851993018116,90.0,42.7
1770290852032930464,90.0,38.9
1770290852052888493,90.0,42.2
1770290852113172121,90.0,41.7
1770290852133292365,90.0,41.3
1770290852193110936,85.3,45.0
1770290852213182276,90.0,41.3
1770290852233254232,90.0,43.6
1770290852273038266,90.0,43.2
1770290852293170188,90.0,41.3
1770290852333180712,90.0,41.3
1770290852353218508,90.0,40.8
1770290852373112679,90.0,40.8
1770290852413132783,90.0,41.7
1770290852433165104,76.1,44.1
1770290852493146150,90.0,43.6
1770290852513177160,90.0,39.4
1770290852552990801,90.0,42.2
1770290852572907740,90.0,40.8
1770290852633110739,90.0,40.3
1770290852653079304,90.0,43.2
1770290852713106050,90.0,42.7
1770290852732972105,90.0,40.3
1770290852752908900,90.0,39.9
1770290852793022510,90.0,42.7
1770290852812919182,76.9,43.6
1770290852853198491,90.0,39.4
1770290852873200837,83.1,39.9
1770290852893050917,90.0,41.3
1770290852933088709,83.9,40.8
1770290852953026057,90.0,40.3
1770290853013084481,90.0,43.2
1770290853033042866,90.0,43.6
1770290853072992549,90.0,41.3
1770290853092941834,89.4,43.2
1770290853152927843,90.0,39.4
1770290853193119922,90.0,40.8
1770290853233086289,90.0,38.0
1770290853252969896,90.0,43.2
1770290853273004936,90.0,39.4
1770290853312811751,90.0,42.2
1770290853332868704,90.0,39.9
1770290853372961313,90.0,39.9
1770290853413091487,86.8,44.6
1770290853473032678,77.8,41.3
1770290853493016902,90.0,46.0
1770290853533053814,90.0,39.4
1770290853553076997,90.0,42.2
1770290853613268420,90.0,39.9
1770290853633072209,85.7,44.1
1770290853673135830,90.0,41.7
1770290853713146433,90.0,40.8
1770290853753080094,90.0,43.2
1770290853773112849,90.0,42.7
1770290853793202271,90.0,40.8
1770290853853164267,90.0,39.9
1770290853873034801,90.0,40.8
1770290853912874992,90.0,40.8
1770290853932978427,90.0,42.2
1770290853972864033,82.9,40.8
1770290853993168076,90.0,40.3
1770290854053117800,90.0,40.3
1770290854153164262,90.0,40.8
1770290854173147660,90.0,41.3
1770290854213061871,83.4,39.4
1770290854233209225,90.0,43.2
1770290854293211957,90.0,44.1
1770290854313109956,90.0,40.8
1770290854353077179,90.0,38.9
1770290854373185632,90.0,42.7
1770290854433205225,90.0,43.6
1770290854453256854,90.0,43.6
1770290854473196767,90.0,40.8
1770290854533103012,90.0,40.3
1770290854552870926,90.0,39.9
1770290854592955483,90.0,42.2
1770290854612949019,90.0,45.0
1770290854652940771,90.0,38.9
1770290854673234647,90.0,40.8
1770290854693128547,90.0,40.3
1770290854733182374,90.0,42.7
1770290854753211032,90.0,41.7
1770290854773173718,90.0,42.2
1770290854813153999,86.2,39.4
1770290854873182680,90.0,39.4
1770290854892980404,90.0,39.9
1770290854913027382,90.0,43.2
1770290854952921862,90.0,42.7
1770290854992996947,90.0,40.8
1770290855033142718,90.0,41.3
1770290855053251935,90.0,40.3
1770290855073247662,90.0,44.6
1770290855133289536,82.7,38.9
1770290855173159830,90.0,41.3
1770290855193187359,90.0,43.2
1770290855213159858,76.3,42.7
1770290855252904284,90.0,41.3
1770290855272990033,90.0,41.3
1770290855292965539,90.0,43.6
1770290855333111197,90.0,39.4
1770290855352930521,82.4,38.9
1770290855393081187,90.0,40.8
1770290855413064266,90.0,41.3
1770290855433041215,86.6,44.1
1770290855493086584,90.0,41.7
1770290855513077322,90.0,43.2
1770290855573109802,90.0,45.0
1770290855593039573,90.0,41.3
1770290855633201322,90.0,40.8
1770290855653019327,83.6,41.3
1770290855693109887,90.0,39.9
1770290855713117229,90.0,42.7
1770290855733054126,86.7,41.3
1770290855793168381,90.0,43.2
1770290855813177855,90.0,38.9
1770290855853114396,90.0,44.1
1770290855873119189,90.0,39.9
1770290855893141195,90.0,42.7
1770290855933073346,90.0,41.3
1770290855993060054,90.0,41.3
1770290856013234753,90.0,40.3
1770290856033137625,86.4,42.2
1770290856113217973,90.0,41.7
1770290856153167503,90.0,43.2
1770290856173126763,90.0,41.7
1770290856193178624,90.0,42.2
1770290856233111395,90.0,42.2
1770290856253168614,90.0,44.6
1770290856293186536,90.0,40.3
1770290856313188416,90.0,42.7
1770290856373154034,90.0,43.2
1770290856393178956,90.0,44.1
1770290856413136475,90.0,41.3
1770290856493227079,90.0,37.5
1770290856553328672,90.0,40.3
1770290856592921862,90.0,42.2
1770290856612902010,90.0,40.3
1770290856632955968,90.0,42.7
1770290856693220937,90.0,42.7
1770290856713178226,90.0,44.1
1770290856752968880,81.4,40.8
1770290856773162731,86.2,40.8
1770290856833224979,90.0,43.2
1770290856853272405,90.0,42.2
1770290856893184701,79.6,42.2
1770290856973142142,90.0,41.3
1770290856992955896,90.0,41.3
1770290857053109926,90.0,39.9
1770290857073105484,90.0,39.4
1770290857132880037,90.0,44.1
1770290857152961709,90.0,40.8
1770290857213272757,90.0,40.3
1770290857233153584,90.0,42.7
1770290857273020783,90.0,43.6
1770290857292976201,90.0,44.1
1770290857312955565,90.0,41.3
1770290857353116394,82.3,39.9
1770290857392993348,90.0,44.6
1770290857433042132,90.0,39.4
1770290857453076725,90.0,41.7
1770290857492912724,90.0,42.7
1770290857512999123,90.0,41.3
1770290857573025441,90.0,40.8
1770290857593147945,90.0,39.9
1770290857613062284,90.0,40.3
1770290857653185519,77.7,44.1
1770290857673027926,90.0,43.2
1770290857713036568,90.0,39.9
1770290857733127701,90.0,41.7
1770290857753056427,88.5,42.7
1770290857793019296,90.0,41.7
1770290857833140284,90.0,38.9
1770290857913083086,90.0,43.6
1770290857953158289,90.0,42.7
1770290858013018229,83.4,41.3
1770290858032967320,90.0,38.9
1770290858113323354,90.0,40.3
1770290858173237584,90.0,43.6
1770290858193326609,90.0,43.2
1770290858213125668,90.0,42.2
1770290858253165723,90.0,42.2
1770290858273254985,90.0,41.3
1770290858313183388,90.0,40.8
1770290858333068902,90.0,40.8
1770290858353178278,90.0,44.6
1770290858413225056,90.0,43.2
1770290858433200770,90.0,42.7
1770290858473184583,90.0,39.9
1770290858533014524,82.3,40.8
1770290858552963726,90.0,40.3
1770290858572976536,90.0,40.3
1770290858633118035,90.0,41.3
1770290858653299576,90.0,38.9
1770290858693136139,90.0,44.1
1770290858733117578,90.0,41.3
1770290858793290919,79.9,39.9
1770290858833106615,79.4,43.2
1770290858913205488,90.0,39.9
1770290858933138046,80.9,42.7
1770290858953186821,84.8,38.9
1770290859013176369,82.6,40.3
1770290859053129359,90.0,39.4
1770290859072902955,90.0,41.7
1770290859153279591,90.0,39.4
1770290859213179691,90.0,42.2
1770290859232986440,90.0,39.4
1770290859253152514,82.3,43.2
1770290859293174282,90.0,42.7
1770290859373170748,90.0,40.3
1770290859393037605,90.0,39.4
1770290859433115305,90.0,41.7
1770290859453130772,90.0,40.8
1770290859473065622,84.3,43.6
1770290859513108958,90.0,39.9
1770290859532810189,86.8,40.3
1770290859552844789,90.0,43.2
1770290859612981710,90.0,38.5
1770290859653127510,90.0,42.7
1770290859673124557,90.0,40.8
1770290859753195247,90.0,41.7
1770290859773183472,90.0,44.1
1770290859813069147,90.0,39.9
1770290859833044288,90.0,40.8
1770290859872993127,90.0,44.1
1770290859893182466,90.0,41.3
1770290859913105843,90.0,39.4
1770290859972903448,90.0,38.0
1770290859992959146,90.0,41.7
1770290860073090569,73.5,39.4
1770290860113061984,90.0,40.8
1770290860153104708,90.0,39.4
1770290860213107679,90.0,39.4
1770290860253087907,90.0,39.4
1770290860273083183,90.0,43.2
1770290860293080387,90.0,43.6
1770290860333050773,80.2,39.9
1770290860373124082,90.0,39.4
1770290860432917099,81.6,41.3
1770290860452899067,90.0,44.1
1770290860512971864,90.0,42.7
1770290860552994479,84.6,43.6
1770290860573127605,90.0,40.8
1770290860593071415,90.0,41.7
1770290860633050304,90.0,40.8
1770290860653092654,90.0,44.1
1770290860672941701,90.0,41.7
1770290860713071190,90.0,40.8
1770290860733086398,90.0,40.3
1770290860753127980,90.0,42.7
1770290860792989822,90.0,40.3
1770290860813104317,90.0,40.3
1770290860873198165,90.0,40.8
1770290860893025816,81.9,38.9
1770290860953145658,90.0,44.6
1770290860973191677,90.0,44.1
1770290861013151177,90.0,41.3
1770290861032952817,84.7,41.7
1770290861073033406,90.0,41.7
1770290861153011136,90.0,40.8
1770290861173267887,90.0,40.8
1770290861192999663,84.5,42.7
1770290861233072544,90.0,40.3
1770290861253210459,90.0,42.7
1770290861313232750,90.0,42.7
1770290861333022167,90.0,39.4
1770290861393220963,90.0,40.3
1770290861453108580,90.0,42.2
1770290861473109488,90.0,41.7
1770290861492962011,90.0,40.8
1770290861532936632,90.0,40.3
1770290861592986471,84.3,39.9
1770290861613010019,90.0,43.6
1770290890053087925,90.0,43.2
1770290890053101734,90.0,41.7
1770290890053133752,86.8,44.1
1770290890053159643,90.0,40.8
1770290890053179867,79.3,43.2
1770290890053200919,90.0,40.8
1770290890053213379,90.0,40.8
1770290890053232689,90.0,39.9
1770290890053241700,90.0,42.7
1770290890053253077,84.4,39.9
1770290890053261735,87.0,41.3
1770290890053271239,83.6,40.3
1770290890053276579,83.3,38.5
1770290890053282817,90.0,41.7
1770290890053290296,90.0,40.3
1770290890053296311,90.0,40.8
1770290890053304545,90.0,41.7
1770290890053312795,90.0,41.3
1770290890053331564,79.5,38.9
1770290890053339032,90.0,41.7
1770290890053359751,90.0,40.8
1770290890053365059,90.0,45.0
1770290890053370366,90.0,39.9
1770290890053376131,90.0,43.2
1770290890053382793,90.0,43.6
1770290890053474100,90.0,43.6
1770290890053534242,85.6,40.3
